,datasetId,dsName,sumFormula,adduct,type
33181,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C6H11N2O6P,+Cl,off
33182,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C8H15NO7,+Cl,on
33184,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C15H29NO3,-H,on
33187,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C18H26O2,-H,on
33189,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C11H22N2O4S,-H,on
33190,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C6H15N2O6P,+Cl,off
33193,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C18H32O2,-H,on
33197,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C15H15ClN2S,-H,off
33198,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C17H22N2O2,-H,off
33200,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C17H32O3,-H,on
33202,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C12H14O6S,-H,on
33206,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C14H17N3O4,-H,on
33208,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C12H18O4S2,-H,off
33210,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C12H23NO7,-H,on
33212,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C6H13O7PS,+Cl,on
33213,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C17H14O5,-H,off
33215,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C17H28O4,-H,on
33218,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C9H17N3O6,+Cl,on
33221,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C16H14O6,-H,off
33223,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C16H12O6,-H,off
33225,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C17H18O5,-H,off
33226,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C19H26O3,-H,on
33229,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C15H13ClFNO3,-H,off
33230,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C7H13Cl2N2O3P,+Cl,off
33231,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C14H9ClF2N2O2,-H,off
33234,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C16H19NO5,-H,on
33235,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C16H19ClN2,+Cl,on
33236,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C19H18O4,-H,on
33237,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C18H35NO3,-H,on
33238,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C9H7N7O2S,+Cl,off
33239,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C19H20N2,+Cl,on
33240,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C17H12O6,-H,off
33241,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C7H17Cl2N2O3P,+Cl,off
33248,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C16H14O7,-H,off
33249,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C11H17NO8S,-H,on
33250,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C20H37NO2,-H,on
33252,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C16H23NO6,-H,on
33253,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C18H16O6,-H,off
33254,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C10H14NO5PS,+Cl,on
33255,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C22H32O2,-H,on
33258,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C14H11Cl2NO4,-H,on
33259,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C17H20N4OS,-H,on
33260,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C17H19ClN2OS,-H,off
33267,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C18H20O6,-H,off
33273,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C12H24N4O7,-H,on
33274,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C13H23NO9,-H,on
33276,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C15H16O9,-H,off
33277,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C20H24N2OS,-H,on
33281,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C14H16O10,-H,off
33283,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C22H29O3,-H,off
33284,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C24H24O2,-H,on
33288,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C21H18O5,-H,off
33290,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C22H24N2O2,-H,on
33291,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C18H20N2O3,+Cl,on
33299,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C15H16O10,-H,off
33301,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C20H38O5,-H,on
33303,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C18H20N2O6,-H,on
33305,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C13H14O12,-H,on
33306,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C24H40O2,-H,on
33308,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C17H25N5O4,-H,on
33309,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C17H16O7S,-H,on
33310,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C18H20N2O4,+Cl,on
33324,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C18H18N2O5,+Cl,on
33326,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C17H28N2O5,+Cl,off
33329,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C21H30O6,-H,on
33331,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C8H8Cl3N3O4S2,-H,off
33338,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C19H14O9,-H,off
33339,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C16H18O11,-H,off
33341,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C14H12O9S2,-H,off
33348,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C16H13NO11,-H,on
33351,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C22H22N4O3,-H,on
33355,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C23H30ClN3O,-H,on
33356,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C16H16ClN3O3S,+Cl,on
33357,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C12H17NO10S,+Cl,on
33361,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C26H29NO,+Cl,on
33363,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C21H26N2S2,+Cl,on
33366,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C19H22O10,-H,off
33374,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C22H38O5,+Cl,on
33375,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C20H20O10,-H,off
33388,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C21H43O7P,-H,on
33389,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C19H20O12,-H,off
33391,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C19H21N7O6,-H,on
33394,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C11H20N4O11P2,-H,on
33395,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C28H44O4,-H,off
33396,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C28H48O4,-H,off
33400,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C11H18N5O11P2,-H,off
33402,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C13H19N4O12P,-H,off
33403,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C30H60O2,-H,off
33404,2017-03-10_22h54m56s,Borderline14,C21H38O4,+Cl,on
33405,2017-03-10_22h54m56s,Borderline14,C21H40O4,+Cl,on
33406,2017-03-10_22h54m56s,Borderline14,C27H36O2,-H,on
33407,2017-03-10_22h54m56s,Borderline14,C21H30O6S,-H,off
33410,2017-03-10_22h54m56s,Borderline14,C8HF15O2,-H,off
33411,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C21H16O12,-H,off
33412,2017-03-10_22h54m56s,Borderline14,C23H38O4,+Cl,on
33413,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C24H40O6,+Cl,on
33414,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C9HF17O2,-H,on
33417,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C22H22O11,-H,off
33418,2017-03-10_22h54m56s,Borderline14,C21H32N6O3,-H,on
33421,2017-03-10_22h54m56s,Borderline14,C26H24O7,-H,off
33424,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C21H27NO9S,-H,on
33426,2017-03-10_22h54m56s,Borderline14,C8H2F17NO2S,-H,off
33431,2017-03-10_22h54m56s,Borderline14,C12H22N2O10S4,+Cl,off
33433,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C25H27N7O3,-H,on
33437,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C29H46O5,-H,off
33438,2017-03-10_22h54m56s,Borderline14,C34H67NO3,+Cl,on
33439,2017-03-10_22h54m56s,Borderline14,C37H66O4,-H,on
33442,2017-03-10_22h54m56s,Borderline14,C34H69NO3,+Cl,on
33443,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C22H22O12,-H,off
33444,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C21H18O13,-H,off
33451,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C22H20O13,-H,off
33452,2017-03-10_22h54m56s,Borderline14,C38H75NO3,+Cl,on
33453,2017-03-10_22h54m56s,Borderline14,C37H68O5,+Cl,on
33455,2017-03-10_22h54m56s,Borderline14,C36H71NO3,+Cl,on
33456,2017-03-10_22h54m56s,Borderline14,C37H70O5,+Cl,on
33458,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C21H18O14,-H,off
33459,2017-03-10_22h54m56s,Borderline14,C34H48O11,-H,off
33462,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C24H47O8P,-H,on
33463,2017-03-10_22h54m56s,Borderline14,C39H70O5,+Cl,on
33466,2017-03-10_22h54m56s,Borderline14,C40H79NO3,+Cl,on
33467,2017-03-10_22h54m56s,Borderline14,C39H72O5,+Cl,on
33468,2017-03-10_22h54m56s,Borderline14,C40H77NO3,+Cl,on
33469,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C21H20O15,-H,off
33470,2017-03-10_22h54m56s,Borderline14,C41H81NO3,+Cl,on
33472,2017-03-10_22h54m56s,Borderline14,C41H72O5,+Cl,on
33473,2017-03-10_22h54m56s,Borderline14,C42H81NO3,+Cl,on
33476,2017-03-10_22h54m56s,Borderline14,C44H76O3,+Cl,on
33479,2017-03-10_22h54m56s,Borderline14,C43H85NO3,+Cl,on
33480,2017-03-10_22h54m56s,Borderline14,C39H74NO8P,-H,on
33481,2017-03-10_22h54m56s,Borderline14,C44H87NO3,+Cl,on
33482,2017-03-10_22h54m56s,Borderline14,C39H75O8P,-H,on
33483,2017-03-10_22h54m56s,Borderline14,C39H76NO7P,-H,on
33484,2017-03-10_22h54m56s,Borderline14,C39H76NO8P,-H,on
33486,2017-03-10_22h54m56s,Borderline14,C41H74NO7P,-H,on
33487,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C12H22N2O10S4,+Cl,on
33489,2017-03-10_22h54m56s,Borderline14,C41H76NO7P,-H,on
33491,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C24H24O13,-H,off
33494,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C27H42N4O4,+Cl,on
33495,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C28H39ClO7,-H,on
33496,2017-03-10_22h54m56s,Borderline14,C41H80NO7P,-H,on
33497,2017-03-10_22h54m56s,Borderline14,C41H78NO7P,-H,on
33500,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C35H62O3,-H,off
33503,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C28H48NO7P,-H,on
33506,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C27H37N3O7S,-H,on
33508,2017-03-10_22h54m56s,Borderline14,C45H70O5,+Cl,on
33511,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C26H42O10,+Cl,on
33512,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C25H49O12P,-H,on
33516,2017-03-10_22h54m56s,Borderline14,C40H77NO8,+Cl,on
33517,2017-03-10_22h54m56s,Borderline14,C42H76NO7P,-H,on
33518,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C34H67NO3,+Cl,on
33521,2017-03-10_22h54m56s,Borderline14,C41H76NO8P,-H,on
33522,2017-03-10_22h54m56s,Borderline14,C39H80N2O6P,+Cl,on
33523,2017-03-10_22h54m56s,Borderline14,C42H78NO7P,-H,on
33524,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C33H56O9,-H,on
33525,2017-03-10_22h54m56s,Borderline14,C41H74NO8P,-H,on
33527,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C37H50O8,-H,on
33530,2017-03-10_22h54m56s,Borderline14,C41H78NO8P,-H,on
33531,2017-03-10_22h54m56s,Borderline14,C41H80NO8P,-H,on
33532,2017-03-10_22h54m56s,Borderline14,C43H74NO7P,-H,on
33533,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C20H32N6O12S2,-H,on
33534,2017-03-10_22h54m56s,Borderline14,C43H76NO7P,-H,on
33535,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C27H31O16,+Cl,on
33537,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C33H60O10,+Cl,on
33541,2017-03-10_22h54m56s,Borderline14,C42H74NO8P,-H,on
33542,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C33H60O14,+Cl,on
33543,2017-03-10_22h54m56s,Borderline14,C43H78NO7P,-H,on
33544,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C33H44N4O10,-H,on
33545,2017-03-10_22h54m56s,Borderline14,C40H80N2O6P,+Cl,on
33547,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C46H60O7,-H,on
33548,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C41H75O8P,-H,on
33549,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C46H48N2O4,+Cl,on
33551,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C37H62O13,+Cl,on
33552,2017-03-10_22h54m56s,Borderline14,C43H74NO8P,-H,on
33553,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C40H68O7P2,+Cl,on
33554,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C43H80NO7P,-H,on
33555,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C44H78NO10P,-H,on
33556,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C44H82NO10P,-H,on
33557,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C42H77O10P,-H,on
33559,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C42H76NO10P,-H,on
33560,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C46H58N4O9,-H,on
33561,2017-03-10_22h54m56s,Borderline14,C40H76NO10P,-H,on
33562,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C43H79O13P,-H,on
33565,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C46H40O16,-H,on
33566,2017-03-10_22h54m56s,Borderline14,C43H76NO8P,-H,on
33567,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C42H70O16,+Cl,on
33569,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C48H80O19,-H,on
33570,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C44H84O17P2,-H,on
33571,2017-03-10_22h54m56s,Borderline14,C41H78O10,+Cl,on
33572,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C49H83O13P,-H,on
33575,2017-03-10_22h54m56s,Borderline14,C42H75O10P,-H,on
33576,2017-03-10_22h54m56s,Borderline14,C43H80NO8P,-H,on
33577,2017-03-10_22h54m56s,Borderline14,C40H80NO8P,+Cl,on
33578,2017-03-10_22h54m56s,Borderline14,C43H78NO8P,-H,on
33579,2017-03-10_22h54m56s,Borderline14,C43H82NO8P,-H,on
33580,2017-03-10_22h54m56s,Borderline14,C42H77O10P,-H,on
33582,2017-03-10_22h54m56s,Borderline14,C42H79O10P,-H,on
33583,2017-03-10_22h54m56s,Borderline14,C44H78NO8P,-H,on
33584,2017-03-10_22h54m56s,Borderline14,C45H80NO7P,-H,on
33585,2017-03-10_22h54m56s,Borderline14,C42H81O10P,-H,on
33586,2017-03-10_22h54m56s,Borderline14,C45H78NO7P,-H,on
33587,2017-03-10_22h54m56s,Borderline14,C45H82NO7P,-H,on
33588,2017-03-10_22h54m56s,Borderline14,C42H78NO10P,-H,on
33589,2017-03-10_22h54m56s,Borderline14,C42H80NO10P,-H,on
33590,2017-03-10_22h54m56s,Borderline14,C43H82NO7P,+Cl,on
33591,2017-03-10_22h54m56s,Borderline14,C45H76NO7P,+Cl,on
33592,2017-03-10_22h54m56s,Borderline14,C42H82NO8P,+Cl,on
33593,2017-03-10_22h54m56s,Borderline14,C43H82NO10P,-H,on
33594,2017-03-10_22h54m56s,Borderline14,C42H80NO8P,+Cl,on
33595,2017-03-10_22h54m56s,Borderline14,C44H78NO10P,-H,on
33596,2017-03-10_22h54m56s,Borderline14,C44H80NO10P,-H,on
33597,2017-03-10_22h54m56s,Borderline14,C44H82NO10P,-H,on
33598,2017-03-10_22h54m56s,Borderline14,C44H80NO8P,+Cl,on
33599,2017-03-10_22h54m56s,Borderline14,C46H89NO8,+Cl,on
33600,2017-03-10_22h54m56s,Borderline14,C44H82NO8P,+Cl,on
33601,2017-03-10_22h54m56s,Borderline14,C46H75O10P,-H,on
33602,2017-03-10_22h54m56s,Borderline14,C44H84NO10P,-H,on
33603,2017-03-10_22h54m56s,Borderline14,C46H77O10P,-H,on
33604,2017-03-10_22h54m56s,Borderline14,C44H84NO8P,+Cl,on
33605,2017-03-10_22h54m56s,Borderline14,C46H79O10P,-H,on
33607,2017-03-10_22h54m56s,Borderline14,C46H78NO10P,-H,on
33608,2017-03-10_22h54m56s,Borderline14,C43H79O13P,-H,on
33610,2017-03-10_22h54m56s,Borderline14,C44H86NO8P,+Cl,on
33611,2017-03-10_22h54m56s,Borderline14,C46H82NO10P,-H,on
33612,2017-03-10_22h54m56s,Borderline14,C46H84NO10P,-H,on
33613,2017-03-10_22h54m56s,Borderline14,C46H82NO8P,+Cl,on
33614,2017-03-10_22h54m56s,Borderline14,C46H86NO10P,-H,on
33615,2017-03-10_22h54m56s,Borderline14,C44H78NO10P,+Cl,on
33616,2017-03-10_22h54m56s,Borderline14,C48H91NO8,+Cl,on
33617,2017-03-10_22h54m56s,Borderline14,C46H88NO10P,-H,on
33618,2017-03-10_22h54m56s,Borderline14,C46H84NO8P,+Cl,on
33619,2017-03-10_22h54m56s,Borderline14,C48H93NO8,+Cl,on
33620,2017-03-10_22h54m56s,Borderline14,C47H93N2O6P,+Cl,on
33624,2017-03-10_22h54m56s,Borderline14,C47H95N2O6P,+Cl,on
33625,2017-03-10_22h54m56s,Borderline14,C50H92NO7P,-H,on
33628,2017-03-10_22h54m56s,Borderline14,C45H79O13P,-H,on
33630,2017-03-10_22h54m56s,Borderline14,C45H81O13P,-H,on
33631,2017-03-10_22h54m56s,Borderline14,C48H90NO10P,-H,on
33634,2016-09-21_16h06m49s,AstraZeneca//CT26_xenograft,C14H19NO8,-H,on
33635,2017-03-10_22h54m56s,Borderline14,C45H83O13P,-H,on
33636,2017-03-10_22h54m56s,Borderline14,C20H8I4O5,+Cl,on
33637,2017-03-10_22h54m56s,Borderline14,C48H92NO10P,-H,on
33638,2017-03-10_22h54m56s,Borderline14,C47H81O13P,-H,on
33639,2017-03-10_22h54m56s,Borderline14,C47H83O13P,-H,on
33646,2017-03-10_22h54m56s,Borderline14,C49H83O13P,-H,on
33647,2017-03-10_22h54m56s,Borderline14,C49H85O13P,-H,on
33648,2017-03-10_22h54m56s,Borderline14,C51H76O16,-H,on
33651,2017-03-10_22h54m56s,Borderline14,C49H87O13P,-H,on
33656,2017-03-10_22h54m56s,Borderline14,C65H120N2O21,-H,on
33658,2017-03-10_22h54m56s,Borderline14,C65H118N2O21,-H,on
33659,2017-03-10_22h54m56s,Borderline14,C39H79N2O6P,+Cl,on
33668,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C11H10O,-H,off
33669,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C9H7NO2,-H,off
33670,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C10H11NO,-H,off
33672,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C5H10O6,-H,on
33674,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C8H6N2O2,-H,off
33675,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C9H6O3,-H,off
33676,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C13H10,-H,off
33677,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C5H8O4,+Cl,on
33678,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C13H12,-H,off
33679,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C3H8NO5P,-H,on
33680,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C11H11NO,-H,off
33682,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C10H8N2O,-H,off
33685,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C10H6O3,-H,off
33686,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C10H8O3,-H,off
33687,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C9H6O4,-H,off
33688,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C12H10N2,-H,off
33690,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C6H8O4,+Cl,on
33693,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C8H8O3S,-H,off
33696,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C12H14N2,-H,off
33697,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C11H10N2O,-H,off
33698,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C10H6N2O2,-H,off
33699,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C6H7N5,+Cl,off
33702,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C11H9NO2,-H,off
33703,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C12H13NO,-H,off
33704,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C9H6N2O3,-H,off
33705,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C11H11NO2,-H,off
33706,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C11H8O3,-H,off
33707,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C10H10N2O2,-H,off
33710,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C10H9NO3,-H,off
33711,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C11H13NO2,-H,off
33712,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C9H6O5,-H,off
33713,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C10H11NO3,-H,off
33714,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C9H7NO4,-H,off
33715,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C6H8O7,-H,on
33716,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C9H8NO4,-H,off
33719,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C9H9NO4,-H,off
33721,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C6H8O5,+Cl,on
33725,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C12H10N2O,-H,off
33727,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C7H13KO4,-H,on
33730,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C12H12N2O,-H,off
33731,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C12H14N2O,-H,off
33732,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C11H9NO3,-H,off
33733,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C11H8N2,+Cl,off
33734,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C9H12N2O,+Cl,off
33736,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C9H12O3,+Cl,off
33737,2017-02-23_08h53m07s,2017023_ADP_GFlarvae_55x55_40x40_DMAN002,C8H13N2O2,+Cl,off
